,,,,,,Валуйки,,,,
,,,,,,Ванавара,,,,
,,,,,,Ванино,,,,
,,,,,,Ванкарем,,,,
,,,,,,Варгаши,,,,
,,,,,,Варегово,,,,
,,,,,,Варна,,,,
,,,,,,Варнавино,,,,
,,,,,,Васильево,,,,
,,,,,,Васильевский Мох,,,,
,,,,,,Васильсурск,,,,
,,,,,,Вахрушев,,,,
,,,,,,Вахтан,,,,
,,,,,,Вача,,,,
,,,,,,Вачи,,,,
,,,,,,Вейделевка,,,,
,,,,,,Велегож,,,,
,,,,,,Велетьма,,,,
,,,,,,Велиж,,,,
,,,,,,Великий Устюг,,,,
,,,,,,Великодворский,,,,
,,,,,,Вельск,,,,
,,,,,,Венгерово,,,,
,,,,,,Венев,,,,
,,,,,,Вербилки,,,,
,,,,,,Вербовский,,,,
,,,,,,Верещагино,,,,
,,,,,,Верея,,,,
,,,,,,Верхнебаканский,,,,
,,,,,,Верхневилюйск,,,,
,,,,,,Верхнеимбатск,,,,
,,,,,,Верхнеколымск,,,,
,,,,,,Верхнетуломский,,,,
,,,,,,Верхнеуральск,,,,
,,,,,,Верхнеяркеево,,,,
,,,,,,Верхний Авзян,,,,
,,,,,,Верхний Баскунчак,,,,
,,,,,,Верхний Ландех,,,,
,,,,,,Верхний Мамон,,,,
,,,,,,Верхний Тагил,,,,
,,,,,,Верхний Услон,,,,
,,,,,,Верхний Уфалей,,,,
,,,,,,Верхняя Инта,,,,
,,,,,,Верхняя Пышма,,,,
,,,,,,Верхняя Салда,,,,
,,,,,,Верхняя Синячиха,,,,
,,,,,,Верхняя Сысерть,,,,
,,,,,,Верхняя Тойма,,,,
,,,,,,Верхняя Тура,,,,
,,,,,,Верхняя Хава,,,,
,,,,,,Верховажье,,,,
,,,,,,Верховье,,,,
,,,,,,Верхозим,,,,
,,,,,,Верхотурье,,,,
,,,,,,Верхошижемье,,,,
,,,,,,Верхоянск,,,,
,,,,,,Ветлуга,,,,
,,,,,,Вешенская,,,,
,,,,,,Вешкайма,,,,
,,,,,,Взморье,,,,
,,,,,,Видим,,,,
,,,,,,Видное,,,,
,,,,,,Визинга,,,,
,,,,,,Викулово,,,,
,,,,,,Вилюйск,,,,
,,,,,,Вилючинск,,,,
,,,,,,Виля,,,,
,,,,,,Винзили,,,,
,,,,,,Вирандозеро,,,,
,,,,,,Висим,,,,
,,,,,,Витим,,,,
,,,,,,Вихоревка,,,,
,,,,,,Вичуга,,,,
,,,,,,Владивосток,,,,
,,,,,,Владикавказ,,,,
,,,,,,Владимир,,,,
,,,,,,Власово,,,,
,,,,,,Внуково,,,,
,,,,,,Водный,,,,
,,,,,,Вожаель,,,,
,,,,,,Вожега,,,,
,,,,,,Возжаевка,,,,
,,,,,,Вознесенское,,,,
,,,,,,Вознесенье,,,,
,,,,,,Возрождение,,,,
,,,,,,Волгоград,,,,
,,,,,,Волгодонск,,,,
,,,,,,Волгореченск,,,,
,,,,,,Волжск,,,,
,,,,,,Волжский,,,,
,,,,,,Волово,,,,
,,,,,,Вологда,,,,
,,,,,,Володарск,,,,
,,,,,,Волоколамск,,,,
,,,,,,Волоконовка,,,,
,,,,,,Волосово,,,,
,,,,,,Волот,,,,
,,,,,,Волочаевка Вторая,,,,
,,,,,,Волошка,,,,
,,,,,,Волхов,,,,
,,,,,,Волчанск,,,,
,,,,,,Волчиха,,,,
,,,,,,Вольск,,,,
,,,,,,Ворга,,,,
,,,,,,Воркута,,,,
,,,,,,Воробьевка,,,,
,,,,,,Воронеж,,,,
,,,,,,Вороново,,,,
,,,,,,Воронцовка,,,,
,,,,,,Воротынец,,,,
,,,,,,Ворсма,,,,
,,,,,,Воскресенск,,,,
,,,,,,Воскресенское,,,,
,,,,,,Воткинск,,,,
,,,,,,Вохтога,,,,
,,,,,,Всеволожск,,,,
,,,,,,Вуктыл,,,,
,,,,,,Вурнары,,,,
,,,,,,Выборг,,,,
,,,,,,Выгоничи,,,,
,,,,,,Выдрино,,,,
,,,,,,Выездное,,,,
,,,,,,Выкса,,,,
,,,,,,Выползово,,,,
,,,,,,Вырица,,,,
,,,,,,Выселки,,,,
,,,,,,Высокая Гора,,,,
,,,,,,Высоковск,,,,
